web_id|media_type|total_unique_visitors_(000)|%_reach|%_composition_unique_visitors|composition_index_uv|composition_index_pv|average_daily_visitors_(000)|total_minutes_(mm)|average_minutes_per_usage_day|total_pages_viewed_(mm)|average_pages_per_usage_day|average_minutes_per_page|average_usage_days_per_visitor|average_minutes_per_visitor|average_pages_per_visitor|%_composition_pages|%_composition_minutes|total_visits_(000)|average_minutes_per_visit|average_visits_per_visitor|average_visits_per_usage_day|average_pages_per_visit|source_system
4471527|Mirror Online|3178.23427209|1.26896169121485|16.763196269034|121.127353633826|111.42316429102|352.852498118161|23.803376483327|2.17612418332302|17.753793585953|1.62306635763119|1.34074874578696|3.44166807894558|7.48949713756436|5.58605567306974|17.3525096951208|18.4492528070788|12052.985|1.97489472386525|3.79235259837343|1.10189376528584|1.47297898287876|keymeasure
17185178|NYPost Network|2753.672651952|1.09944856367534|20.0172713687233|144.640620377544|127.856853692672|248.092340008742|17.9855082853|2.33855542094583|17.829788398445|2.31830803178245|1.0087336923678|2.79294727890738|6.53146199950476|6.4749121090359|19.9118137364596|18.9460452333898|8407.161|2.13930817850401|3.05307204690449|1.09313629725903|2.12078588698908|keymeasure
7930071|INDEPENDENT.CO.UK|2664.584094018|1.06387850890104|14.982210383861|108.258321757804|105.7405163609|233.265714702194|16.830057259211|2.32741049652707|13.617799314681|1.88319080419299|1.23588671490165|2.71383334157182|6.3162042049994|5.1106659929604|16.4675213362925|18.3566232739011|7799.205|2.1579195904212|2.92698774923608|1.0785436616166|1.74604966976519|keymeasure
2993619|LEMONDE.FR|2651.796633468|1.05877290743283|20.4069497539108|147.45635496709|85.0121544848646|252.821261485871|75.142492777042|9.58760891255202|31.317640880859|3.99589209424211|2.39936632081915|2.95552796437947|28.3364462525813|11.8099708271754|13.2393855827752|15.3412372790487|10148.697|7.40415176224514|3.82710230185624|1.29489632579395|3.08587800787224|keymeasure
15963573|Corriere Della Sera|2499.638142895|0.998021156932315|22.7166784716594|164.145972072496|153.684015954233|527.579441039419|91.612217447452|5.60149352117142|119.482384755298|7.30557367509204|0.766742458606559|6.54293211147763|36.6501918319064|47.7998725915254|23.9340122298596|24.8786863605232|25149.155|3.64275529127925|10.0611182748528|1.53770788133405|4.75095027070683|keymeasure
13429727|EL Pais Sites|2474.988063604|0.988179212120261|16.4167890424856|118.624287395262|108.862146515455|366.954021648|81.562330902217|7.16995257474901|38.000681503445|3.34055048665163|2.14633863592217|4.59621395285569|32.954636065375|15.3538847569671|16.9536690585023|19.8503574229099|14897.799|5.47479066553502|6.01934175727146|1.30963045215325|2.55075810214952|keymeasure
2918379|LEFIGARO.FR|2362.795299841|0.943384427639775|18.3899565547243|132.88198355284|188.707681876633|244.751954242968|39.401370207049|5.19306146540969|49.643427668097|6.54295446781001|0.79368754451196|3.21115865688516|16.6757442803871|21.0104648809136|29.388430136084|29.7934344205659|10787.782|3.65240697365306|4.56568624490067|1.42181895469762|4.60181969454861|keymeasure
18283621|20MINUTOS Sites|2197.020287491|0.877196059500858|16.4199600059348|118.647200114585|99.4873858023766|185.422702517129|11.463757509289|1.99435465189459|13.492000321012|2.34720889566709|0.849670711275905|2.61631802435258|5.21786602270324|6.14104494065455|15.4936887465248|15.8823292701075|6503.409|1.7627305170702|2.96010420888143|1.13140076295347|2.07460430691227|keymeasure
5317577|Asahi Shimbun|2158.099525733|0.861656312762388|20.6149888123119|148.959601734125|150.913951688243|178.512820697903|21.134813295777|3.81915521902637|22.941472001416|4.14562652152041|0.921249224743404|2.56424570583945|9.7932523703227|10.6304050058229|23.5026156945203|24.0913226671765|7577.597|2.78911814600024|3.51123611754016|1.36930564397326|3.02753920555765|keymeasure
19107879|La Repubblica|2145.49882934|0.856625279919478|23.6859022097729|171.149380288484|220.169262029835|399.771674705355|81.324559132636|6.5621779661599|140.764942588279|11.3584950783935|0.577733046576098|5.77624268370182|37.9047324661804|65.6094240944336|34.2881058732256|35.307374528107|22632.963|3.59319100785151|10.5490446745955|1.82628141721963|6.21946594391017|keymeasure
15693199|Elmundo.es Sites|2055.669048638|0.820759279907431|16.9154792393956|122.22771855871|137.624035534453|400.978385193032|58.857588545086|4.73499809132393|47.405996803503|3.81373600126259|1.24156420102397|6.0468536748266|28.6318406088191|23.0611035540532|21.4329078346388|19.2913294915891|15900.221|3.70168367754675|7.73481558742874|1.27914714054174|2.98146779239754|keymeasure
3317393|LEPARISIEN.FR|2038.631735787|0.813956855832209|17.3599894261437|125.439656289437|179.698529712026|215.283960192452|73.238620049976|10.9740462249599|49.010770602435|7.34375472592213|1.49433724770566|3.27366765110699|35.925380128404|24.0410122839154|27.9853879475418|32.2088271546682|8109.848|9.03082524481051|3.97808385773473|1.21517645702047|6.04336488210815|keymeasure
10094064|MILLIYET.COM.TR|1952.83211238|0.779699961625179|12.8769412636619|93.0460869832355|126.532105289018|333.649770703032|219.836494202103|21.2543224532377|313.592573155208|30.3188862839751|0.701025831033626|5.2964834131022|112.573166330299|160.583478306806|19.7055037679332|22.102183093457|18814.101|11.6846664213243|9.63426445147425|1.81899265985455|16.6679541666757|keymeasure
18967397|The Times Of India Sites|1899.332364604|0.758339317756482|7.98088680320591|57.6682204639704|76.9189929344236|306.014035090226|70.515042264269|7.43324985747037|76.671179532209|8.08219092025791|0.91970728368208|4.99461561577448|37.1262258140749|40.3674369799909|11.9789953832884|12.1266661724063|13957.379|5.05216934098222|7.34857114010693|1.47129863545414|5.49323619658168|keymeasure
6157757|Gazeta.pl Group|1888.549482637|0.754034076869373|14.5196114188794|104.915678295145|97.0360290949223|251.402216875903|37.409599709713|4.80012187622897|46.393798566151|5.95290751964184|0.806349142900472|4.12669553792729|19.8086415281413|24.5658368989998|15.1119261991859|15.9799841395425|12429.867|3.00965406224483|6.58170046073882|1.59490817780189|3.73244529214601|keymeasure
6686722|KP.RU|1888.280330385|0.75392661345804|20.3865585476148|147.30901237106|157.389310819615|147.878101492032|12.591357775293|2.74667328943866|12.968077603829|2.82885078841118|0.970950217908569|2.42772276578146|6.66816127493409|6.86766546002465|24.5110570973603|25.8885880900207|5900.956|2.13378269136272|3.12504234940416|1.28723196629012|2.19762316543777|keymeasure
6577608|NEWS Corp Australia Sites|1874.14514483|0.748282910876067|17.4976612343428|126.434444009482|118.042939702321|338.59218368871|80.35305371685|7.65532731035858|63.514487277623|6.05109783099443|1.26511378995512|5.60061088294317|42.8745094468863|33.8898443660212|18.3834417973909|13.1433385455828|16131.458|4.98114018688515|8.60736856187478|1.53686244978897|3.93730605613101|keymeasure
1119337|Postmedia Network Canada Corp.|1829.06669393|0.73028460666239|20.9460558993012|151.351823329499|190.812503839956|208.907974376355|28.726972683923|4.43581218456326|25.984825685877|4.01238959842339|1.10552878172804|3.54068401505476|15.7058092956683|14.2066037133097|29.7162250228785|31.4761055252964|10034.504|2.86281939634714|5.48613346539021|1.54945582324306|2.58954759357084|keymeasure
